Beginnjahr;Beginnmonat;ZahlweiseInkasso;GeschlechtVP1;RauchertypVP1;x;n;t;Leistung;tba
2019;9;MONATLICH;WEIBLICH;NICHTRAUCHEN;55;2;2;743875.77;5966.14
2019;12;MONATLICH;WEIBLICH;RAUCHEN;57;3;3;184351.24;3392.06
2018;5;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;51;6;6;721591.15;8883.53
2019;8;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;47;16;11;18693.06;203.36
2018;2;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;30;16;6;478629;4646.98
2017;3;HALBJAEHRLICH;MAENNLICH;RAUCHEN;38;2;1;519742.27;3952.78
2018;2;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;57;4;3;477748.71;12026.52
2018;5;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;42;10;5;262878.13;2319.12
2019;8;MONATLICH;WEIBLICH;NICHTRAUCHEN;58;1;1;882943.97;8373.17
2017;8;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;28;3;2;626887.5;2425.95
2019;12;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;40;17;17;932235.11;4922.73
2017;3;HALBJAEHRLICH;MAENNLICH;RAUCHEN;21;24;4;262051.38;4563.53
2017;12;HALBJAEHRLICH;MAENNLICH;RAUCHEN;45;18;7;187088.76;5559.75
2017;9;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;58;6;4;694633.26;23954.34
2017;9;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;25;6;1;943661.35;13927.46
2017;2;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;47;9;1;97352.67;7955.43
2018;2;JAEHRLICH;MAENNLICH;RAUCHEN;52;8;8;237977.93;3460.42
2017;11;HALBJAEHRLICH;WEIBLICH;RAUCHEN;42;14;10;795316.48;8920
2018;1;MONATLICH;WEIBLICH;RAUCHEN;46;17;15;445444.84;6879.97
2017;2;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;35;2;1;169996.23;947.53
2018;1;MONATLICH;WEIBLICH;NICHTRAUCHEN;31;16;9;698610.64;3867.55
2019;5;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;51;4;1;561509.35;13790.23
2017;1;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;26;33;33;20085.77;88.65
2018;6;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;56;6;4;889299.95;12732.57
2017;8;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;33;14;5;693866.59;5921.21
2017;11;MONATLICH;WEIBLICH;RAUCHEN;47;17;2;434569.49;46634.13
2017;6;MONATLICH;WEIBLICH;RAUCHEN;25;11;9;793305.4;2951.51
2019;3;MONATLICH;WEIBLICH;NICHTRAUCHEN;26;9;4;47807.79;276.3
2017;10;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;56;3;1;390355.49;9881.06
2019;1;JAEHRLICH;WEIBLICH;RAUCHEN;54;10;1;221584.99;37732.4
2017;8;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;29;21;19;741973.21;2860.71
2017;9;HALBJAEHRLICH;MAENNLICH;RAUCHEN;54;1;1;977567.99;12258.36
2019;3;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;44;5;3;613538.41;4453.63
2019;5;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;58;4;3;606942.07;8418.88
2017;5;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;42;20;12;813353.03;8164.07
2018;7;MONATLICH;MAENNLICH;NICHTRAUCHEN;29;37;14;22084.99;285.32
2019;11;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;20;17;9;788373.53;4253.7
2019;7;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;40;5;2;176072.47;2040.71
2018;4;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;57;6;2;902723.47;27246.83
2017;2;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;34;11;2;878750.4;14089.58
2019;12;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;24;28;16;567229.73;3114.34
2018;2;MONATLICH;WEIBLICH;NICHTRAUCHEN;56;5;3;955156.87;14796.32
2018;1;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;53;1;1;581231.81;3858.17
2019;8;JAEHRLICH;MAENNLICH;RAUCHEN;42;9;6;59281.43;565.95
2017;5;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;39;21;7;829279.43;19935.61
2019;8;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;46;1;1;379574.47;1688.61
2019;11;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;43;18;8;415281.66;5512.53
2017;8;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;43;14;10;6263.17;47.78
2017;3;MONATLICH;MAENNLICH;RAUCHEN;28;3;1;496976.17;4158.45
2018;9;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;22;8;6;49577.38;176.9
2019;3;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;30;20;3;943667.83;24816.68
2019;4;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;23;15;4;345455.12;3147.66
2017;12;HALBJAEHRLICH;WEIBLICH;RAUCHEN;47;11;1;516825.74;55084.14
2018;4;HALBJAEHRLICH;MAENNLICH;RAUCHEN;55;11;9;606911.91;16764.41
2017;7;JAEHRLICH;MAENNLICH;RAUCHEN;55;3;1;228223.64;9813.52
2019;1;MONATLICH;WEIBLICH;NICHTRAUCHEN;26;27;10;715372.71;6117.76
2019;8;MONATLICH;WEIBLICH;RAUCHEN;47;4;4;801346.91;6516.66
2019;2;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;50;8;4;53220.02;705.43
2017;12;HALBJAEHRLICH;WEIBLICH;RAUCHEN;55;10;10;539372.07;11875.61
2019;5;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;25;5;2;869278.55;5497.17
2018;1;MONATLICH;WEIBLICH;NICHTRAUCHEN;49;1;1;850638.85;4561.4
2019;5;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;27;1;1;145317.5;390.96
2018;1;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;25;31;16;864989.91;5798.56
2018;10;MONATLICH;MAENNLICH;RAUCHEN;54;8;7;850087.69;17194.8
2018;8;HALBJAEHRLICH;MAENNLICH;RAUCHEN;56;5;2;725703.24;31426.45
2018;1;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;51;9;7;414983.9;4024.92
2019;10;MONATLICH;WEIBLICH;NICHTRAUCHEN;53;8;2;371919.67;11975.56
2018;6;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;21;16;4;156973.07;1525.14
2019;11;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;23;10;8;318863.92;1058.62
2017;5;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;39;14;11;980535.42;5474.78
2019;6;MONATLICH;WEIBLICH;RAUCHEN;26;26;1;427991.14;41611.34
2017;7;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;28;38;9;388431.58;7417.88
2017;2;HALBJAEHRLICH;MAENNLICH;RAUCHEN;34;7;6;75734.93;326.23
2017;7;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;38;23;22;639094.16;6353.85
2018;6;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;37;2;2;577638.8;2192.95
2018;9;MONATLICH;WEIBLICH;RAUCHEN;45;18;7;717166.68;21625.98
2019;1;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;37;22;2;484640.54;23003.12
2019;2;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;23;2;2;539719.13;1515.11
2019;1;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;50;7;6;370844.91;2909.9
2019;8;JAEHRLICH;WEIBLICH;RAUCHEN;48;11;2;115482.75;6703.99
2018;7;MONATLICH;MAENNLICH;NICHTRAUCHEN;32;11;8;177051.23;731.87
2018;8;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;58;8;2;333062.04;15575.06
2019;6;HALBJAEHRLICH;MAENNLICH;RAUCHEN;37;1;1;893247.68;3289.62
2018;9;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;24;9;9;232016.48;632.49
2019;10;JAEHRLICH;WEIBLICH;RAUCHEN;55;7;1;462242.71;53541.62
2018;6;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;33;19;2;240797.23;7462.68
2018;9;MONATLICH;MAENNLICH;NICHTRAUCHEN;45;13;5;835164.68;12365.41
2019;10;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;36;11;2;736580.72;12817.64
2018;2;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;31;15;2;893582.61;23855.66
2019;8;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;59;1;1;777154.22;7790.47
2018;3;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;32;27;19;567447.05;3618.51
2018;2;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;47;3;1;62450.54;896.82
2017;12;MONATLICH;WEIBLICH;RAUCHEN;22;38;32;203947.63;1471.62
2017;7;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;59;7;1;518327.37;44271.25
2018;12;HALBJAEHRLICH;WEIBLICH;RAUCHEN;49;4;2;624732.4;11371.66
2017;5;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;19;2;1;896050.56;4870.05
2018;7;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;25;15;14;753257.17;2273.75
2019;6;MONATLICH;MAENNLICH;RAUCHEN;21;10;3;968254.71;8704.38
2019;4;JAEHRLICH;WEIBLICH;RAUCHEN;31;34;21;419943.51;5776.69
2018;3;MONATLICH;MAENNLICH;RAUCHEN;48;17;11;687841.72;16461.91
2019;2;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;46;13;11;297468.95;2276.32
2017;4;MONATLICH;WEIBLICH;RAUCHEN;25;24;11;526758.79;4275.45
2017;2;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;54;9;9;794754.15;7578.71
2019;9;MONATLICH;WEIBLICH;RAUCHEN;24;41;26;849126.13;9915.62
2018;1;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;29;20;11;250182.05;1427.58
2017;11;JAEHRLICH;MAENNLICH;RAUCHEN;18;8;1;798455.27;16665.98
2019;4;HALBJAEHRLICH;WEIBLICH;RAUCHEN;22;33;7;978570.47;18251.92
2019;2;MONATLICH;WEIBLICH;RAUCHEN;28;33;28;649824.14;5483.38
2017;7;MONATLICH;WEIBLICH;RAUCHEN;44;14;1;517208.28;62221.39
2018;7;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;48;7;4;19441.15;326.14
2017;12;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;60;3;2;474185.37;17255.28
2018;7;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;50;13;2;590647.84;28702
2018;10;MONATLICH;MAENNLICH;NICHTRAUCHEN;22;31;10;471797.97;4354.89
2017;1;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;39;17;9;828391.09;7172.21
2017;6;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;54;7;7;449803.41;4027.19
2019;9;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;46;2;2;959233.94;4436.52
2019;11;MONATLICH;MAENNLICH;RAUCHEN;26;27;3;931450.15;33070.9
2017;12;HALBJAEHRLICH;WEIBLICH;RAUCHEN;35;14;8;81472.82;667.24
2017;9;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;51;5;4;635662.03;5335.83
2018;3;MONATLICH;WEIBLICH;NICHTRAUCHEN;52;1;1;815466.17;5206.05
2018;6;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;45;6;5;551988.79;3196.37
2017;6;HALBJAEHRLICH;WEIBLICH;RAUCHEN;35;21;21;584360.87;4009.26
2017;7;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;33;1;1;164101.06;449.96
2017;3;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;41;24;24;202115.66;1489.34
2018;2;MONATLICH;WEIBLICH;NICHTRAUCHEN;48;14;9;495436.84;5718.43
2018;3;MONATLICH;WEIBLICH;RAUCHEN;47;13;6;681379.93;16637.88
2017;11;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;32;10;2;693153.5;9378.35
2019;8;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;45;7;5;162187.01;1122.86
2019;2;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;37;11;9;985576.48;4331.22
2017;11;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;27;38;33;448097.19;4452.07
2017;5;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;31;29;7;721010.08;11789.65
2017;9;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;55;8;4;987434.57;36345.14
2018;5;JAEHRLICH;WEIBLICH;RAUCHEN;54;12;2;786323.59;89124.98
2017;1;JAEHRLICH;WEIBLICH;RAUCHEN;22;35;11;128569.74;1784.31
2019;2;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;42;21;7;818800.02;14440.33
2018;7;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;33;4;3;69535.72;308.17
2019;3;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;28;20;18;343559.37;1254.89
2019;4;JAEHRLICH;MAENNLICH;RAUCHEN;59;3;1;620352.12;38931.72
2019;3;HALBJAEHRLICH;WEIBLICH;RAUCHEN;21;10;3;490873.6;4353.32
2017;2;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;60;4;3;198932.53;6843.88
2017;2;HALBJAEHRLICH;MAENNLICH;RAUCHEN;42;17;6;662667.67;16043.5
2018;9;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;31;30;23;16181.6;100.35
2018;12;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;58;4;4;972091.62;10285.47
2017;11;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;42;12;8;921273.82;6509.09
2017;4;HALBJAEHRLICH;WEIBLICH;RAUCHEN;55;6;6;439414.57;7687.65
2019;10;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;57;1;1;136513.51;1191.08
2017;12;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;24;9;6;349118.48;1358.04
2018;11;HALBJAEHRLICH;WEIBLICH;RAUCHEN;48;10;6;882411.33;15928.69
2017;9;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;19;26;21;284506.75;1018.48
2017;11;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;57;6;2;856316.11;51389.99
2017;7;MONATLICH;MAENNLICH;NICHTRAUCHEN;23;9;2;144700.37;1615.63
2017;10;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;29;11;3;914687.89;8682.63
2017;9;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;52;3;1;537026.05;18105.93
2018;9;HALBJAEHRLICH;MAENNLICH;RAUCHEN;59;7;4;97151.85;4517.5
2017;9;HALBJAEHRLICH;WEIBLICH;RAUCHEN;42;12;1;232761.14;18701.55
2019;9;MONATLICH;WEIBLICH;RAUCHEN;50;16;3;901412.47;77251.92
2018;12;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;52;5;2;220455.55;6723.6
2018;7;MONATLICH;MAENNLICH;NICHTRAUCHEN;44;14;10;127575.16;1041.31
2017;7;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;47;4;1;852470.24;26146.15
2017;4;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;20;31;30;160735.32;565.55
2017;10;HALBJAEHRLICH;WEIBLICH;RAUCHEN;42;13;2;333605.55;15238.84
2019;6;JAEHRLICH;WEIBLICH;RAUCHEN;50;2;2;465938.83;4313.08
2019;11;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;25;24;21;215262.32;1010.73
2018;12;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;23;16;10;828212.13;3537.41
2018;12;MONATLICH;WEIBLICH;NICHTRAUCHEN;34;31;14;581428.49;6928.53
2019;5;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;42;10;3;196240.98;4210.33
2017;4;HALBJAEHRLICH;MAENNLICH;RAUCHEN;21;20;17;966139.71;3642.39
2017;5;MONATLICH;WEIBLICH;NICHTRAUCHEN;21;5;4;920612.22;3206.88
2018;3;VIERTELJAEHRLICH;WEIBLICH;RAUCHEN;57;8;2;476625.71;41532.19
2018;10;MONATLICH;MAENNLICH;RAUCHEN;43;19;11;180387.44;3363.92
2019;1;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;39;26;8;561492.74;10594
2017;8;MONATLICH;WEIBLICH;NICHTRAUCHEN;23;31;3;675060.3;19921.61
2019;3;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;39;12;5;688951.59;9294.23
2017;10;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;45;13;6;967497.53;11805.33
2018;3;JAEHRLICH;WEIBLICH;RAUCHEN;44;8;4;835389.62;11745.53
2019;9;MONATLICH;WEIBLICH;NICHTRAUCHEN;59;4;3;650759.87;9827.73
2018;3;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;31;10;5;96041.37;528.4
2018;9;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;55;5;3;249005.03;3510.71
2019;3;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;39;9;4;330521.14;2690.55
2017;10;MONATLICH;MAENNLICH;RAUCHEN;20;30;25;328082.49;1577.1
2018;5;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;46;6;1;5923.98;168.77
2018;8;MONATLICH;MAENNLICH;NICHTRAUCHEN;41;16;2;20600.54;767.96
2017;11;JAEHRLICH;WEIBLICH;RAUCHEN;55;4;4;536172.52;8370.65
2018;5;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;22;18;13;642541.87;2402.24
2019;9;MONATLICH;WEIBLICH;NICHTRAUCHEN;44;10;5;897922.91;8960.53
2017;12;JAEHRLICH;WEIBLICH;RAUCHEN;48;2;2;61649.71;486.75
2017;6;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;56;7;4;490752.63;8351.08
2017;3;MONATLICH;MAENNLICH;RAUCHEN;46;1;1;993953.63;6554.37
2017;5;JAEHRLICH;MAENNLICH;RAUCHEN;56;5;5;144344.53;2602.4
2017;9;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;23;37;19;444353.84;3242.89
2017;7;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;22;44;23;214162.85;1840.86
2017;12;MONATLICH;MAENNLICH;RAUCHEN;19;39;24;541012.74;4304.84
2017;1;JAEHRLICH;WEIBLICH;RAUCHEN;60;1;1;930030.12;20099.45
2018;6;MONATLICH;WEIBLICH;NICHTRAUCHEN;18;5;5;402720.37;1155.68
2019;11;MONATLICH;MAENNLICH;RAUCHEN;49;6;5;765662.69;9468.75
2017;5;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;36;12;4;135462.37;1338.9
2017;5;MONATLICH;WEIBLICH;NICHTRAUCHEN;20;25;17;28336.63;119.27
2018;12;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;48;16;14;592129.7;5526.1
2018;9;JAEHRLICH;WEIBLICH;RAUCHEN;38;12;7;755898.46;6830.81
2017;4;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;48;6;2;321058.87;5280.51
2018;8;JAEHRLICH;MAENNLICH;RAUCHEN;27;30;29;537008.73;3280.22
2018;7;HALBJAEHRLICH;MAENNLICH;RAUCHEN;60;2;2;925842.09;21435.42
2019;9;MONATLICH;MAENNLICH;NICHTRAUCHEN;51;2;2;502150.44;3116.67
2018;4;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;30;11;6;149905.22;754.04
2019;11;JAEHRLICH;WEIBLICH;RAUCHEN;56;6;5;943478.56;21160.6
2017;3;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;34;26;22;943798.36;5549.96
2018;1;MONATLICH;WEIBLICH;RAUCHEN;45;14;11;588578.03;7894.77
2018;11;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;46;5;5;555410.65;2797.75
2018;3;MONATLICH;WEIBLICH;RAUCHEN;51;15;6;801819.69;35203.7
2019;3;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;44;12;3;83395.58;1689.1
2018;10;MONATLICH;MAENNLICH;NICHTRAUCHEN;55;10;1;470000.93;46136.49
2019;4;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;50;2;2;165200.58;943.94
2017;8;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;26;32;17;924890.85;6470.29
2018;9;HALBJAEHRLICH;MAENNLICH;RAUCHEN;18;27;17;781646.36;3980.9
2017;2;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;24;42;8;881391.48;30237.27
2017;9;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;40;1;1;894738.64;2908.38
2017;12;MONATLICH;MAENNLICH;RAUCHEN;45;6;2;85526.11;1823.81
2018;5;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;27;17;7;868293.83;5693.42
2017;2;HALBJAEHRLICH;MAENNLICH;RAUCHEN;34;25;19;670291.2;6374.04
2019;6;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;27;10;10;842739.84;2335.76
2019;12;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;48;5;5;564250.72;5159.5
2017;11;JAEHRLICH;WEIBLICH;RAUCHEN;24;16;13;41516.17;160.32
2017;8;HALBJAEHRLICH;WEIBLICH;RAUCHEN;18;43;13;527915.71;8292.96
2019;9;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;42;3;3;191089.41;712.94
2019;5;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;29;3;2;287835.57;1117.38
2018;9;JAEHRLICH;MAENNLICH;RAUCHEN;19;20;20;874162.1;2777.21
2018;10;MONATLICH;MAENNLICH;NICHTRAUCHEN;35;22;4;21843.8;477.97
2017;3;MONATLICH;WEIBLICH;NICHTRAUCHEN;26;6;4;660857.84;2617.3
2018;11;HALBJAEHRLICH;WEIBLICH;RAUCHEN;33;11;6;116550.13;801.74
2018;2;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;56;1;1;227137.83;1866.54
2018;12;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;42;11;6;684831.53;8686.42
2017;9;MONATLICH;WEIBLICH;RAUCHEN;35;2;2;818173.9;2891.12
2019;7;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;33;12;11;604705.33;2135.85
2017;2;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;44;20;17;997172.09;8673.54
2019;12;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;33;7;1;113680.42;2091.66
2017;9;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;49;3;3;735352.59;4131.71
2017;1;JAEHRLICH;WEIBLICH;RAUCHEN;28;35;14;808019.54;13358.01
2017;5;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;26;6;6;300159.34;808.62
2018;11;MONATLICH;WEIBLICH;NICHTRAUCHEN;39;27;26;143484.7;1101.11
2017;2;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;51;9;7;260014.19;2546.67
2019;6;JAEHRLICH;MAENNLICH;RAUCHEN;43;6;4;653510.45;5969.72
2018;10;JAEHRLICH;WEIBLICH;NICHTRAUCHEN;38;22;22;469061.38;2612.25
2019;8;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;27;19;3;320149.76;5270.92
2018;8;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;33;27;11;785834.6;8339
2019;5;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;25;7;6;969127.84;3297.59
2018;6;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;46;13;5;198638.68;3057.5
2018;10;HALBJAEHRLICH;WEIBLICH;RAUCHEN;41;15;4;812057.57;21782.38
2019;1;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;22;9;4;552127.13;3188.57
2018;4;MONATLICH;WEIBLICH;RAUCHEN;34;2;2;902344.27;3077.32
2019;2;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;23;23;4;156791.99;2766.49
2017;11;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;27;3;1;759679.23;5723.27
2017;5;MONATLICH;MAENNLICH;RAUCHEN;31;7;7;936342.94;3187.06
2018;5;MONATLICH;MAENNLICH;RAUCHEN;50;7;4;953218.69;19033.9
2019;7;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;23;34;19;766951.91;6715.88
2019;8;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;54;11;5;577358.83;12392.18
2019;5;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;23;20;2;189403.83;4563.97
2018;7;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;54;9;1;934015.88;73278.31
2017;9;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;20;23;21;965385.6;3098.75
2017;12;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;36;25;9;899904.66;11905.47
2018;12;MONATLICH;WEIBLICH;NICHTRAUCHEN;40;3;2;261649.53;1324.65
2018;8;HALBJAEHRLICH;MAENNLICH;RAUCHEN;23;37;29;551114.75;4190.11
2019;1;JAEHRLICH;WEIBLICH;RAUCHEN;52;10;6;785551.42;19873.76
2017;5;MONATLICH;MAENNLICH;RAUCHEN;48;16;10;282934.93;6616.86
2017;12;VIERTELJAEHRLICH;WEIBLICH;NICHTRAUCHEN;44;17;5;748141.33;15032.52
2017;6;VIERTELJAEHRLICH;MAENNLICH;NICHTRAUCHEN;48;13;8;935794.67;10773.42
2018;6;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;59;3;3;216770.22;4827.09
2019;1;HALBJAEHRLICH;WEIBLICH;RAUCHEN;39;2;1;349499.7;2795.79
2018;9;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;39;1;1;936132.16;3797.34
2018;10;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;25;32;26;480442.69;3256.33
2017;12;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;22;23;13;262758.37;1523.14
2017;4;MONATLICH;MAENNLICH;NICHTRAUCHEN;29;1;1;871745.27;2369.23
2017;6;MONATLICH;MAENNLICH;RAUCHEN;56;1;1;974521.04;14810.45
2019;12;MONATLICH;MAENNLICH;NICHTRAUCHEN;31;19;7;833544.01;7231.24
2017;11;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;55;6;3;207839.62;3640.92
2017;3;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;18;12;2;441984.36;6445.78
2018;1;HALBJAEHRLICH;MAENNLICH;NICHTRAUCHEN;59;2;1;484282.8;9874.24
2017;3;VIERTELJAEHRLICH;MAENNLICH;RAUCHEN;36;4;4;818337.1;3125.34
2019;5;HALBJAEHRLICH;WEIBLICH;NICHTRAUCHEN;43;5;1;183362.95;3596.45
2017;3;JAEHRLICH;MAENNLICH;NICHTRAUCHEN;54;2;1;332769.76;4757.76
2017;8;JAEHRLICH;MAENNLICH;RAUCHEN;46;10;10;621632.47;5955.91
